JABATAN METEOROLOGI MALAYSIA,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
48603,2012,11,1,21,1010,28.3,26.3,88,100,1.1,00,0
48603,2012,11,1,22,1010.7,28,26.1,88,120,0.9,00,0
48603,2012,11,1,23,1010.8,27.9,25.9,88,000,0,00,0
48603,2012,11,1,24,1010.7,27.6,26,90,000,0,00,0
48603,2012,11,2,1,1010,26.9,25.4,90,330,0.9,00,0
48603,2012,11,2,2,1009.3,26.4,25.1,92,000,0,00,0
48603,2012,11,2,3,1008.6,26.2,25,93,000,0,00,0
48603,2012,11,2,4,1008.1,25.9,25,94,000,0,00,0
48603,2012,11,2,5,1008.1,25.6,24.8,95,000,0,00,0
48603,2012,11,2,6,1008.1,25.3,24.7,96,000,0,00,0
48603,2012,11,2,7,1008.7,24.9,24.1,95,030,0.4,00,0
48603,2012,11,2,8,1009.6,25.6,24.4,93,060,1.4,00,0
48603,2012,11,2,9,1010.1,26.6,24.8,89,020,1.2,00,0
48603,2012,11,2,10,1010.8,28.6,25.4,81,360,0.9,00,0
48603,2012,11,2,11,1010.5,30.7,26.2,75,050,3.1,00,0
48603,2012,11,2,12,1009.8,31.7,26.6,72,070,3.9,00,0
48603,2012,11,2,13,1008.7,32.5,26.9,70,080,4,00,0
48603,2012,11,2,14,1007.7,33.3,27,67,070,3.8,00,0
48603,2012,11,2,15,1006.3,33.2,27,67,050,2.3,00,0
48603,2012,11,2,16,1005.3,33.7,27,65,030,2.7,00,0
48603,2012,11,2,17,1005.6,32.6,26.9,69,040,2.7,00,0
48603,2012,11,2,18,1006.1,30.2,26.6,79,360,2.7,00,0
48603,2012,11,2,19,1007.4,29.4,25.7,79,070,1.9,00,0
48603,2012,11,2,20,1008.6,27.8,26,89,230,1.5,00,0
48603,2012,11,2,21,1009.4,27.6,26.1,91,000,0,00,0
48603,2012,11,2,22,1010.1,28,25.2,83,040,1.7,00,0
48603,2012,11,2,23,1010,27.8,25,83,060,1.8,00,0
48603,2012,11,2,24,1010.2,27.4,24.8,84,040,1.1,00,0
48603,2012,11,3,1,1009.9,27.2,24.6,84,090,1.8,00,0
48603,2012,11,3,2,1009.5,26.2,24.5,90,200,1.2,00,0
48603,2012,11,3,3,1008.8,25.5,24.6,94,000,0,00,0
48603,2012,11,3,4,1008.6,25.3,24.5,95,080,0.6,00,0
48603,2012,11,3,5,1008.4,24.9,24.2,96,000,0,00,0
48603,2012,11,3,6,1008.6,24.7,24,96,110,0.7,00,0
48603,2012,11,3,7,1009.2,24.5,23.8,96,000,0,00,0
48603,2012,11,3,8,1009.8,25.2,24.2,93,120,1.7,00,0
48603,2012,11,3,9,1010.6,27.3,25.1,87,110,1.6,00,0
48603,2012,11,3,10,1011.1,28.5,25.8,84,150,1.9,00,0
48603,2012,11,3,11,1011.2,29,26.1,83,260,1.2,00,0
48603,2012,11,3,12,1010.4,30.7,26.6,77,160,1,00,0
48603,2012,11,3,13,1009.4,31.7,26.3,71,050,1.7,00,0
48603,2012,11,3,14,1008.4,32.8,27,69,070,2.8,00,0
48603,2012,11,3,15,1007.3,32.3,26.8,70,350,1.6,00,0
48603,2012,11,3,16,1006.4,31.5,28,80,240,3.3,00,0
48603,2012,11,3,17,1006.4,30.6,27.5,82,280,2.8,00,0
48603,2012,11,3,18,1008,26.7,25.7,94,230,1.8,25,11.6
48603,2012,11,3,19,1009,25.9,25,94,210,1.5,50,-33.3
48603,2012,11,3,20,1009.7,25.7,24.8,94,000,0,00,0
48603,2012,11,3,21,1010.9,26,25,93,000,0,00,0
48603,2012,11,3,22,1011,26,25.2,95,000,0,00,0
48603,2012,11,3,23,1011,26,25.4,96,000,0,00,0
48603,2012,11,3,24,1010.6,25.9,25.1,95,080,0.4,00,0
48603,2012,11,4,1,1009.8,25.7,25.1,96,000,0,00,0
48603,2012,11,4,2,1009.6,25.4,24.8,96,000,0,00,0
48603,2012,11,4,3,1009.1,25.1,24.6,97,000,0,00,0
48603,2012,11,4,4,1009.1,24.9,24.2,96,000,0,00,0
48603,2012,11,4,5,1009,24.7,24.2,97,000,0,00,0
48603,2012,11,4,6,1009.3,24.7,24,96,040,0.4,00,0
48603,2012,11,4,7,1009.3,24.5,23.7,95,000,0,00,0
48603,2012,11,4,8,1009.5,24.9,24,94,000,0,00,0
48603,2012,11,4,9,1010.7,26.2,24.6,90,020,0.9,00,0
48603,2012,11,4,10,1011.4,27.8,25.8,88,310,1.2,00,0
48603,2012,11,4,11,1011.7,29,26.1,83,040,0.9,00,0
48603,2012,11,4,12,1010.5,30.1,26.6,80,020,1.4,00,0
48603,2012,11,4,13,1009.5,31.7,26.7,73,060,3.5,00,0
48603,2012,11,4,14,1008.2,31.6,26.9,74,350,2.5,00,0
48603,2012,11,4,15,1007,32.3,27.1,72,090,2.1,00,0
48603,2012,11,4,16,1006.5,30.6,27.7,83,260,4.8,00,0
48603,2012,11,4,17,1007,26.9,26.3,96,220,6.1,20,10.2
48603,2012,11,4,18,1007.5,24.9,24.4,97,260,5.8,60,55.2
48603,2012,11,4,19,1009,25.1,24.6,97,230,2.3,60,0.8
48603,2012,11,4,20,1009.7,24.9,24.4,97,360,0.4,60,7
48603,2012,11,4,21,1010.5,24.6,24.2,97,300,1.2,60,2.2
48603,2012,11,4,22,1011.1,24.8,24.3,97,000,0,50,1
48603,2012,11,4,23,1011.2,25,24.5,97,000,0,00,0
48603,2012,11,4,24,1011.1,25,24.6,97,060,0.8,00,0
48603,2012,11,5,1,1010.7,24.9,24.4,97,090,0.9,00,0
48603,2012,11,5,2,1010.3,24.7,24.2,97,000,0,00,0
48603,2012,11,5,3,1009.5,24.8,24.1,96,080,1.3,00,0
48603,2012,11,5,4,1008.9,24.6,24.1,97,090,0.7,00,0
48603,2012,11,5,5,1008.6,24.4,23.9,97,030,0.9,00,0
48603,2012,11,5,6,1008.6,24.3,23.9,97,000,0,00,0
48603,2012,11,5,7,1009.3,24.2,23.8,97,000,0,00,0
48603,2012,11,5,8,1010.2,24.6,24.1,97,000,0,00,0
48603,2012,11,5,9,1011.1,25.5,24.6,94,130,1,00,0
48603,2012,11,5,10,1011.6,26.5,25.2,92,070,0.9,00,0
48603,2012,11,5,11,1011.8,27.4,25.5,88,340,0.6,00,0
48603,2012,11,5,12,1010.8,29.7,27.1,85,320,1,00,0
48603,2012,11,5,13,1009.8,29.5,27.1,86,290,2.4,00,0
48603,2012,11,5,14,1008.9,30.3,27.5,83,250,1.6,00,0
48603,2012,11,5,15,1007.7,30.5,27.3,81,280,1.6,00,0
48603,2012,11,5,16,1007.3,29.6,26.9,84,300,2.8,00,0
48603,2012,11,5,17,1007.3,29.1,26.7,86,280,0.8,00,0
48603,2012,11,5,18,1008.9,27,24.9,87,140,5.8,00,0
48603,2012,11,5,19,1008.6,25.8,24.4,91,130,3.2,00,0
48603,2012,11,5,20,1009.8,25.5,24.1,91,110,1.4,00,0
48603,2012,11,5,21,1010.6,25.5,23.9,90,130,1.3,00,0
48603,2012,11,5,22,1011.2,25.3,24.1,93,130,1.1,00,0
48603,2012,11,5,23,1011.4,25.1,24.1,93,080,0.8,00,0
48603,2012,11,5,24,1011,25,23.8,92,060,0.4,00,0
48603,2012,11,6,1,1010.4,24.9,24,94,060,0.5,00,0
48603,2012,11,6,2,1009.6,24.8,23.9,94,000,0,00,0
48603,2012,11,6,3,1009.3,24.5,23.7,95,000,0,00,0
48603,2012,11,6,4,1009.1,24.4,23.7,96,000,0,00,0
48603,2012,11,6,5,1009.2,24.8,24.1,96,130,0.8,00,0
48603,2012,11,6,6,1009.4,24.6,23.9,96,000,0,00,0
48603,2012,11,6,7,1010.1,24.6,23.9,96,040,1.2,00,0
48603,2012,11,6,8,1011.1,24.6,24.1,97,070,1.6,00,0
48603,2012,11,6,9,1012.1,26.4,24.9,90,070,1.6,00,0
48603,2012,11,6,10,1012.6,27.5,25.3,87,080,2.2,00,0
48603,2012,11,6,11,1012.6,28.7,26.2,85,350,0.8,00,0
48603,2012,11,6,12,1011.8,30.4,26.7,79,120,1.2,00,0
48603,2012,11,6,13,1010.5,31.1,26.7,76,020,1,00,0
48603,2012,11,6,14,1009.1,32.5,26.9,70,070,1.6,00,0
48603,2012,11,6,15,1007.3,33.1,27.4,70,260,2,00,0
48603,2012,11,6,16,1006.4,32.7,27.4,71,280,1.2,00,0
48603,2012,11,6,17,1005.9,33.1,27.7,71,120,0.9,00,0
48603,2012,11,6,18,1006.8,31.3,26.4,73,060,5.7,00,0
48603,2012,11,6,19,1007.9,29.9,25.6,76,050,2.6,00,0
48603,2012,11,6,20,1008.6,29.2,25.8,80,020,1.8,00,0
48603,2012,11,6,21,1009.4,28.2,25.4,83,020,1.8,00,0
48603,2012,11,6,22,1009.8,28,25,82,040,2,00,0
48603,2012,11,6,23,1010.2,27.7,24.9,83,030,2.1,00,0
48603,2012,11,6,24,1010.3,27.3,24.7,84,030,0.8,00,0
48603,2012,11,7,1,1010,26.9,24.4,85,040,1.6,00,0
48603,2012,11,7,2,1009.2,26.5,24.3,86,070,1.4,00,0
48603,2012,11,7,3,1008.4,26.4,24.2,86,060,2.3,00,0
48603,2012,11,7,4,1008.6,26,24,88,070,1.2,00,0
48603,2012,11,7,5,1008.5,25.4,24.1,92,000,0,00,0
48603,2012,11,7,6,1008.6,24.6,23.7,94,160,1,00,0
48603,2012,11,7,7,1009.4,24.5,23.6,94,090,1.2,00,0
48603,2012,11,7,8,1010.3,25.1,23.9,93,120,2.2,00,0
48603,2012,11,7,9,1010.7,27.1,24.9,87,100,1.6,00,0
48603,2012,11,7,10,1010.9,29.5,26,80,150,1.6,00,0
48603,2012,11,7,11,1010.4,30.3,26.1,76,040,1.5,00,0
48603,2012,11,7,12,1009.6,31.9,27.1,73,060,2,00,0
48603,2012,11,7,13,1008.4,32.7,26.9,69,070,2.8,00,0
48603,2012,11,7,14,1007.4,33.4,27.2,67,080,2.6,00,0
48603,2012,11,7,15,1006.3,33.7,27.3,66,090,3.8,00,0
48603,2012,11,7,16,1005.5,33.5,27.2,67,030,2.3,00,0
48603,2012,11,7,17,1005.2,33.7,26.9,65,060,2.4,00,0
48603,2012,11,7,18,1005.4,31.5,27.3,76,320,1,00,0
48603,2012,11,7,19,1006.2,30.9,26,73,060,2,00,0
48603,2012,11,7,20,1007.4,29.6,26.2,80,110,1.3,00,0
48603,2012,11,7,21,1008.1,28.9,25.5,80,010,0.7,00,0
48603,2012,11,7,22,1008.9,27.7,25.1,85,360,1.3,00,0
48603,2012,11,7,23,1009.4,27,24.8,87,330,0.8,00,0
48603,2012,11,7,24,1009.2,26.4,24.9,90,290,0.5,00,0
48603,2012,11,8,1,1009.1,27.2,24.2,82,040,2.6,00,0
48603,2012,11,8,2,1008.3,26.8,24.3,85,050,1.4,00,0
48603,2012,11,8,3,1008,26.5,24.1,86,040,1.5,00,0
48603,2012,11,8,4,1007.3,26.2,23.8,86,060,1.4,00,0
48603,2012,11,8,5,1007.3,25.5,24.1,91,300,0.9,00,0
48603,2012,11,8,6,1007.6,25.1,23.9,93,000,0,00,0
48603,2012,11,8,7,1008,25.1,23.9,93,000,0,00,0
48603,2012,11,8,8,1008.9,25.3,24.3,93,340,0.3,00,0
48603,2012,11,8,9,1009.4,27,24.5,85,040,1.3,00,0
48603,2012,11,8,10,1010.1,28.7,25.8,83,040,2.1,00,0
48603,2012,11,8,11,1009.7,30.9,26.8,77,040,2.1,00,0
48603,2012,11,8,12,1009.2,31.4,26.5,73,030,2.5,00,0
48603,2012,11,8,13,1008.5,32.2,27,72,050,3.3,00,0
48603,2012,11,8,14,1007,32.8,27.1,69,030,2.1,00,0
48603,2012,11,8,15,1005.7,30.8,26.8,77,030,2.3,10,1
48603,2012,11,8,16,1005.1,31.3,27.2,77,320,1.4,10,-33.3
48603,2012,11,8,17,1006,26.8,25.7,93,150,5.4,25,0.8
48603,2012,11,8,18,1006.7,26.4,25.2,93,140,3,60,1.4
48603,2012,11,8,19,1006.9,26.2,25.2,93,140,2.3,60,0.2
48603,2012,11,8,20,1007.6,25.8,24.6,93,140,1.5,50,-33.3
48603,2012,11,8,21,1008.4,25.9,24.7,93,110,1,00,0
48603,2012,11,8,22,1008.9,25.8,24.6,93,050,0.8,00,0
48603,2012,11,8,23,1009,25.9,25,94,010,0.7,00,0
48603,2012,11,8,24,1009.3,26.1,25.2,94,060,0.6,00,0
48603,2012,11,9,1,1009.1,26.1,25.5,96,000,0,00,0
48603,2012,11,9,2,1008.4,26.1,25.5,96,000,0,00,0
48603,2012,11,9,3,1007.8,26,25.4,96,000,0,00,0
48603,2012,11,9,4,1007.2,25.8,25,95,360,0.6,00,0
48603,2012,11,9,5,1007.1,25.6,24.8,95,360,0.3,00,0
48603,2012,11,9,6,1007.6,25.5,24.9,96,340,0.6,00,0
48603,2012,11,9,7,1008.3,25.3,24.5,95,330,1.2,00,0
48603,2012,11,9,8,1008.8,25.5,24.6,94,020,1.2,00,0
48603,2012,11,9,9,1009.8,26.8,25.4,91,340,1.1,00,0
48603,2012,11,9,10,1010.4,28.1,25.7,85,350,0.4,00,0
48603,2012,11,9,11,1010.6,29,25.7,81,060,1.2,00,0
48603,2012,11,9,12,1010.3,30.4,26.5,78,090,1.4,00,0
48603,2012,11,9,13,1009.5,30.7,26.6,77,290,1.3,00,0
48603,2012,11,9,14,1007.8,32,27.3,74,270,1.3,00,0
48603,2012,11,9,15,1006.2,32.8,27.5,71,090,1,00,0
48603,2012,11,9,16,1005.4,33.1,27.4,70,050,1.6,00,0
48603,2012,11,9,17,1005.2,33.4,27.4,68,100,1.8,00,0
48603,2012,11,9,18,1006.4,28.1,25.8,86,330,3.5,00,0
48603,2012,11,9,19,1007.2,27.2,25.5,90,310,2.1,00,0
48603,2012,11,9,20,1007.9,27.1,25.4,90,320,1.3,00,0
48603,2012,11,9,21,1009.2,27.1,25.7,91,030,0.4,00,0
48603,2012,11,9,22,1010,27.2,25.7,91,040,0.5,00,0
48603,2012,11,9,23,1010.3,26.8,25.7,93,000,0,00,0
48603,2012,11,9,24,1010.3,26.4,25.4,94,000,0,00,0
48603,2012,11,10,1,1009.9,26.4,25.2,93,030,0.3,00,0
48603,2012,11,10,2,1009.2,25.8,25,95,010,0.6,00,0
48603,2012,11,10,3,1008.7,26.1,24.5,90,030,0.6,00,0
48603,2012,11,10,4,1008.2,25.6,24.7,94,000,0,00,0
48603,2012,11,10,5,1008,25.3,24.5,95,030,0.8,00,0
48603,2012,11,10,6,1008.3,25.2,24.3,94,040,1.1,00,0
48603,2012,11,10,7,1008.9,25.1,24.2,94,000,0,00,0
48603,2012,11,10,8,1009.5,25.7,24.7,93,000,0,00,0
48603,2012,11,10,9,1010.6,27.5,25.3,87,000,0,00,0
48603,2012,11,10,10,1011.1,29,26.5,85,140,1.6,00,0
48603,2012,11,10,11,1011.1,30.5,27.4,82,220,1.4,00,0
48603,2012,11,10,12,1010.6,31.9,28.4,80,160,2,00,0
48603,2012,11,10,13,1009.5,33.4,27.4,68,070,3.8,00,0
48603,2012,11,10,14,1008.4,32.6,27.3,71,030,2.2,00,0
48603,2012,11,10,15,1007,32,28.9,82,260,4.8,00,0
48603,2012,11,10,16,1005.9,32.3,28.7,79,280,3.6,00,0
48603,2012,11,10,17,1007.2,27,25.7,92,180,2.9,40,8.6
48603,2012,11,10,18,1007.6,26.7,25.6,93,180,1.1,00,0
48603,2012,11,10,19,1008.6,26.9,25.4,90,110,1,00,0
48603,2012,11,10,20,1009.4,26.4,25.1,92,140,1.9,00,0
48603,2012,11,10,21,1010.6,26,25.1,94,130,1.6,00,0
48603,2012,11,10,22,1011.2,25.8,24.9,94,090,1,00,0
48603,2012,11,10,23,1011.2,25.7,24.9,95,080,0.4,00,0
48603,2012,11,10,24,1010.8,25.6,24.8,95,030,0.5,00,0
48603,2012,11,11,1,1010.2,25.6,25,96,030,0.7,00,0
48603,2012,11,11,2,1009.5,25.8,25,95,030,0.5,00,0
48603,2012,11,11,3,1008.5,25.6,24.8,95,000,0,00,0
48603,2012,11,11,4,1007.9,26,24.3,89,060,1.6,00,0
48603,2012,11,11,5,1007.4,25.8,24,89,110,0.7,00,0
48603,2012,11,11,6,1007.5,25.2,24.2,93,010,0.9,00,0
48603,2012,11,11,7,1008.5,24.9,24,94,350,0.6,00,0
48603,2012,11,11,8,1009.2,25.6,24.4,93,030,1.2,00,0
48603,2012,11,11,9,1010.6,27.6,25.3,86,030,1.1,00,0
48603,2012,11,11,10,1011.2,28.9,25.5,80,100,2.3,00,0
48603,2012,11,11,11,1011.2,30,26.2,78,080,2.2,00,0
48603,2012,11,11,12,1010.4,31.2,27.1,77,150,3.1,00,0
48603,2012,11,11,13,1009.2,31.7,27.4,76,190,1.7,00,0
48603,2012,11,11,14,1007.9,29.2,26.8,86,150,3.7,00,0
48603,2012,11,11,15,1006.5,31.6,26.7,73,190,1.5,00,0
48603,2012,11,11,16,1006.5,28.1,25.7,85,300,1.4,00,0
48603,2012,11,11,17,1006.8,26.5,25.2,92,160,4.4,00,0
48603,2012,11,11,18,1007.9,25.1,24.7,97,190,3.6,50,11.2
48603,2012,11,11,19,1009,24.8,24.3,97,330,0.4,60,22.2
48603,2012,11,11,20,1009.8,24.5,23.8,96,000,0,60,4.4
48603,2012,11,11,21,1010.9,24.7,24,96,050,0.3,60,1
48603,2012,11,11,22,1011.5,24.7,24.2,97,090,0.7,60,0.6
48603,2012,11,11,23,1011.6,24.6,24.1,97,000,0,60,1
48603,2012,11,11,24,1011.1,24.6,23.9,96,050,0.7,60,0.2
48603,2012,11,12,1,1010.1,24.5,23.8,96,030,1.7,30,-33.3
48603,2012,11,12,2,1009.5,24.4,23.9,97,000,0,00,0
48603,2012,11,12,3,1008.8,24.3,23.9,97,000,0,00,0
48603,2012,11,12,4,1008.4,24.4,24,97,000,0,00,0
48603,2012,11,12,5,1008.1,24.4,24,97,000,0,00,0
48603,2012,11,12,6,1008.7,24.4,23.9,97,030,1.8,00,0
48603,2012,11,12,7,1009.6,24.5,23.8,96,000,0,00,0
48603,2012,11,12,8,1010,24.7,24,96,010,1,00,0
48603,2012,11,12,9,1010.8,26.1,24.5,90,030,0.7,00,0
48603,2012,11,12,10,1010.9,28.1,26.1,88,230,0.3,00,0
48603,2012,11,12,11,1010.7,29.3,26.1,82,060,2.2,00,0
48603,2012,11,12,12,1010.2,31.5,27.6,78,080,2.9,00,0
48603,2012,11,12,13,1009.5,31.9,27.2,74,080,2.9,00,0
48603,2012,11,12,14,1008.6,32,27.6,75,020,1,00,0
48603,2012,11,12,15,1007.4,32.7,27.5,72,120,1.4,00,0
48603,2012,11,12,16,1006.4,32.7,27.4,71,200,2,00,0
48603,2012,11,12,17,1006.7,29.9,26,78,050,2.3,00,0
48603,2012,11,12,18,1008,27.1,25.2,88,340,1.3,00,0
48603,2012,11,12,19,1008.7,27,25.5,90,040,1,30,0.2
48603,2012,11,12,20,1009.9,26.6,25.2,91,340,1,60,-33.3
48603,2012,11,12,21,1010.5,26.3,25.1,93,020,1.4,50,0.4
48603,2012,11,12,22,1010.9,26.1,25.2,94,020,1.8,00,0
48603,2012,11,12,23,1011.6,25.7,24.9,95,010,1.3,00,0
48603,2012,11,12,24,1011.4,25.5,24.7,95,010,1.2,00,0
48603,2012,11,13,1,1011,25.2,24.6,96,060,1.1,00,0
48603,2012,11,13,2,1010.6,25.1,24.3,95,000,0,00,0
48603,2012,11,13,3,1009.8,25,24.2,95,090,0.9,00,0
48603,2012,11,13,4,1009.4,24.7,24.3,97,000,0,00,0
48603,2012,11,13,5,1009,24.7,24.2,97,010,1.1,00,0
48603,2012,11,13,6,1009.4,24.5,24,97,330,1.1,00,0
48603,2012,11,13,7,1009.6,24.5,23.8,96,020,1.4,00,0
48603,2012,11,13,8,1010.1,25.3,24.3,93,030,1.5,00,0
48603,2012,11,13,9,1010.4,27.4,25.2,87,050,1.8,00,0
48603,2012,11,13,10,1010.9,29.5,26,80,060,3.4,00,0
48603,2012,11,13,11,1010.7,30.8,26.4,75,050,2.7,00,0
48603,2012,11,13,12,1010.4,32.3,27.1,72,060,3,00,0
48603,2012,11,13,13,1009.4,33.1,27.4,70,070,3.6,00,0
48603,2012,11,13,14,1008.5,33.6,27,66,060,5.3,00,0
48603,2012,11,13,15,1007.5,32.7,26.9,69,050,3.8,00,0
48603,2012,11,13,16,1006.5,33.6,27.3,67,020,1.3,00,0
48603,2012,11,13,17,1006.4,33.4,26.8,66,050,2.7,00,0
48603,2012,11,13,18,1006.5,32.5,26.5,68,030,2.8,00,0
48603,2012,11,13,19,1007.8,31.4,26.4,72,030,2.1,00,0
48603,2012,11,13,20,1008.7,29.9,26.3,79,010,1.4,00,0
48603,2012,11,13,21,1009.8,28.7,26.2,85,020,2.2,00,0
48603,2012,11,13,22,1010.4,27.8,25.8,88,010,1.1,00,0
48603,2012,11,13,23,1010.7,27.2,25.4,89,030,0.4,00,0
48603,2012,11,13,24,1010.5,26.6,25.2,91,020,0.8,00,0
48603,2012,11,14,1,1010.3,26,24.8,93,350,1.1,00,0
48603,2012,11,14,2,1009.8,25.8,24.8,93,020,1.1,00,0
48603,2012,11,14,3,1008.4,25.5,24.6,94,020,1.5,00,0
48603,2012,11,14,4,1008.1,25.2,24.3,94,360,1.1,00,0
48603,2012,11,14,5,1008.2,25,24.1,94,000,0,00,0
48603,2012,11,14,6,1008.2,25.1,23.9,93,050,2,00,0
48603,2012,11,14,7,1008.7,25,23.8,92,080,1.4,00,0
48603,2012,11,14,8,1009.5,25.3,24.1,93,120,0.3,00,0
48603,2012,11,14,9,1010.1,27.4,24.8,84,060,2.4,00,0
48603,2012,11,14,10,1010.3,29.4,26.1,81,040,2.6,00,0
48603,2012,11,14,11,1010,30.7,26.7,77,020,2.1,00,0
48603,2012,11,14,12,1009.6,31.3,27.6,79,280,2.9,00,0
48603,2012,11,14,13,1008.8,32.1,27.7,75,270,0.8,00,0
48603,2012,11,14,14,1008,32.9,28.3,74,250,2,00,0
48603,2012,11,14,15,1007,33.1,28.4,74,340,1.2,00,0
48603,2012,11,14,16,1006.2,32.5,29.3,81,270,3.6,00,0
48603,2012,11,14,17,1006.2,32,28.9,82,280,3.2,00,0
48603,2012,11,14,18,1006.3,31.4,28.2,82,280,3.4,00,0
48603,2012,11,14,19,1006.7,30.2,27,81,310,2.9,00,0
48603,2012,11,14,20,1007.9,29.6,26.6,82,020,1.8,00,0
48603,2012,11,14,21,1008.9,28.8,26.5,86,040,1.3,00,0
48603,2012,11,14,22,1009.9,28.3,25.9,86,010,1,00,0
48603,2012,11,14,23,1010.3,27.8,25.6,87,350,1,00,0
48603,2012,11,14,24,1010.1,27.2,25.4,89,010,1.1,00,0
48603,2012,11,15,1,1010.5,26.9,25.5,91,350,0.4,00,0
48603,2012,11,15,2,1009.6,26.4,25.1,92,010,1,00,0
48603,2012,11,15,3,1008.7,26,25.1,94,020,1.1,00,0
48603,2012,11,15,4,1008.4,25.8,24.6,93,030,0.6,00,0
48603,2012,11,15,5,1008.5,25.3,24.5,95,010,0.5,00,0
48603,2012,11,15,6,1008.6,25.1,24.3,95,010,0.8,00,0
48603,2012,11,15,7,1009,24.7,24.2,97,000,0,00,0
48603,2012,11,15,8,1009.6,25.4,24.5,94,000,0,00,0
48603,2012,11,15,9,1010.5,27.8,25.8,88,080,1.4,00,0
48603,2012,11,15,10,1011.1,29.8,26.4,80,100,1.3,00,0
48603,2012,11,15,11,1011.5,31.2,26.4,74,080,2.7,00,0
48603,2012,11,15,12,1011.1,32.1,26.7,71,030,1.2,00,0
48603,2012,11,15,13,1010.1,32.5,27,71,300,0.6,00,0
48603,2012,11,15,14,1009.3,33.5,27.7,69,240,1.5,00,0
48603,2012,11,15,15,1008.1,33.1,28.5,75,260,2.4,00,0
48603,2012,11,15,16,1007.2,33.5,28.3,72,250,1.2,00,0
48603,2012,11,15,17,1007.1,33.1,28,72,230,1.5,00,0
48603,2012,11,15,18,1006.9,31.6,27.7,78,280,3,00,0
48603,2012,11,15,19,1007.7,30.5,26.4,77,300,1.9,00,0
48603,2012,11,15,20,1008.6,29.6,26.2,80,290,1.4,00,0
48603,2012,11,15,21,1009.6,29.2,26.4,84,010,0.5,00,0
48603,2012,11,15,22,1010.4,28.4,26.1,86,080,0.7,00,0
48603,2012,11,15,23,1011.1,27.7,26.2,91,340,0.7,00,0
48603,2012,11,15,24,1011.2,27.1,25.2,88,360,0.8,00,0
48603,2012,11,16,1,1011.4,26.4,25.1,92,330,0.6,00,0
48603,2012,11,16,2,1010.8,25.9,24.6,92,010,0.8,00,0
48603,2012,11,16,3,1010.1,25.3,24.5,95,320,0.7,00,0
48603,2012,11,16,4,1009.7,25,24.1,94,010,1.2,00,0
48603,2012,11,16,5,1009.8,24.9,24.1,95,000,0,00,0
48603,2012,11,16,6,1010,24.3,23.4,94,060,2.1,00,0
48603,2012,11,16,7,1010.6,24,23.1,94,110,1.5,00,0
48603,2012,11,16,8,1011.1,24.9,23.4,91,060,1.3,00,0
48603,2012,11,16,9,1011.7,27.1,24.6,85,070,2.1,00,0
48603,2012,11,16,10,1012.2,29.3,25.6,79,060,0.8,00,0
48603,2012,11,16,11,1011.8,30.6,26.2,75,360,1,00,0
48603,2012,11,16,12,1011,31.5,26.8,74,320,2.3,00,0
48603,2012,11,16,13,1009.7,32.4,27.9,75,260,2.7,00,0
48603,2012,11,16,14,1008.3,33.3,27.4,69,270,1,00,0
48603,2012,11,16,15,1007.3,34.2,27.6,66,220,1.5,00,0
48603,2012,11,16,16,1006.7,34.2,28.7,70,250,2,00,0
48603,2012,11,16,17,1006.6,32.6,28.9,79,260,4,00,0
48603,2012,11,16,18,1006.9,31.1,27.5,80,250,4.6,00,0
48603,2012,11,16,19,1007.3,30,27,83,250,2.8,00,0
48603,2012,11,16,20,1008.1,29.4,27.3,87,280,1.6,00,0
48603,2012,11,16,21,1009,29.3,27.2,87,010,0.3,00,0
48603,2012,11,16,22,1010.2,29.3,27.3,88,020,0.3,00,0
48603,2012,11,16,23,1010.8,28.7,27.1,90,030,1.1,00,0
48603,2012,11,16,24,1011.2,27.9,26.3,90,010,1.3,00,0
48603,2012,11,17,1,1011.4,27.4,25.6,89,000,0,00,0
48603,2012,11,17,2,1010.6,27.1,25.6,90,050,0.8,00,0
48603,2012,11,17,3,1010.2,26.7,25.7,94,040,0.8,00,0
48603,2012,11,17,4,1009.7,26.4,25.1,92,000,0,00,0
48603,2012,11,17,5,1009.3,26,24.7,92,020,1.1,00,0
48603,2012,11,17,6,1009.3,25.7,24.8,94,000,0,00,0
48603,2012,11,17,7,1009.9,25.5,24.6,94,000,0,00,0
48603,2012,11,17,8,1010,25.9,25,94,010,0.7,00,0
48603,2012,11,17,9,1010.8,27.6,25.7,88,350,1.1,00,0
48603,2012,11,17,10,1011.5,29.7,26.7,82,070,0.9,00,0
48603,2012,11,17,11,1011.4,30.8,27.1,79,360,1.1,00,0
48603,2012,11,17,12,1011.1,31.9,27.3,75,220,1.2,00,0
48603,2012,11,17,13,1009.9,33.2,28.1,72,240,1.2,00,0
48603,2012,11,17,14,1008.9,32.1,27.8,76,280,1.7,00,0
48603,2012,11,17,15,1008.2,33,29.3,79,240,4.2,00,0
48603,2012,11,17,16,1008.1,27.3,25.6,90,360,0.9,30,3
48603,2012,11,17,17,1007.3,28.1,26.6,91,200,2.2,50,9.4
48603,2012,11,17,18,1006.9,28.9,26.7,86,240,3.1,00,0
48603,2012,11,17,19,1007.9,28.5,26.5,88,240,2.4,00,0
48603,2012,11,17,20,1008.1,28.3,26.5,89,240,1,00,0
